,Open,High,Low,Close,Volume,Adj. Close,Date
2021-05-19,175.13999938964844,177.0,174.35000610351562,175.16000366210938,20741100,175.16000366210938,2021-05-19
2021-05-20,175.32000732421875,176.4600067138672,175.11000061035156,175.9600067138672,9802800,175.9600067138672,2021-05-20
2021-05-21,176.5800018310547,176.86000061035156,175.14999389648438,176.0399932861328,7677200,176.0399932861328,2021-05-21
2021-05-24,176.14999389648438,176.58999633789062,175.8699951171875,176.35000610351562,5557300,176.35000610351562,2021-05-24
2021-05-25,176.14999389648438,177.9500969482422,176.0399932861328,177.9499969482422,8986900,177.9499969482422,2021-05-25
2021-05-26,178.3699951171875,178.61000061035156,177.0399932861328,177.63999938964844,8495400,177.63999938964844,2021-05-26
2021-05-27,177.38999938964844,177.82000732421875,176.80999755859375,177.7100067138672,7993000,177.7100067138672,2021-05-27
2021-05-28,177.4600067138672,178.42999267578125,177.24000549316406,178.3800048828125,9967000,178.3800048828125,2021-05-28
2021-06-01,178.75999450683594,178.85000610351562,177.19000244140625,177.89999389648438,9143300,177.89999389648438,2021-06-01
2021-06-02,178.33999633789062,178.77999877929688,177.97000122070312,178.77000427246094,6613100,178.77000427246094,2021-06-02
2021-06-03,175.8300018310547,175.8301018310547,174.66000366210938,175.27000427246094,10153900,175.27000427246094,2021-06-03
2021-06-04,176.64999389648438,177.57000732421875,176.61000061035156,177.16000366210938,8375300,177.16000366210938,2021-06-04
2021-06-07,176.9600067138672,177.89999389648438,176.6300048828125,177.8699951171875,7709100,177.8699951171875,2021-06-07
2021-06-08,177.22999572753906,177.5399932861328,176.3699951171875,177.32000732421875,5905800,177.32000732421875,2021-06-08
2021-06-09,177.3800048828125,177.8000030517578,176.77999877929688,176.97999572753906,6346100,176.97999572753906,2021-06-09
2021-06-10,176.6999969482422,177.85000610351562,176.47999572753906,177.74000549316406,9896600,177.74000549316406,2021-06-10
2021-06-11,176.3300018310547,176.57000732421875,175.47999572753906,175.74000549316406,7836900,175.74000549316406,2021-06-11
2021-06-14,173.16000366210938,175.05999755859375,172.9499969482422,174.7100067138672,7733600,174.7100067138672,2021-06-14
2021-06-15,174.77999877929688,174.9199981689453,173.33999633789062,174.0500030517578,7550200,174.0500030517578,2021-06-15
2021-06-16,173.91000366210938,174.47000122070312,171.02999877929688,171.11000061035156,16919700,171.11000061035156,2021-06-16
2021-06-17,167.02000427246094,167.6199951171875,165.44000244140625,165.85000610351562,27232200,165.85000610351562,2021-06-17
2021-06-18,166.13999938964844,166.72000122070312,164.8699951171875,164.92999267578125,15744300,164.92999267578125,2021-06-18
2021-06-21,166.52000427246094,167.22000122070312,166.0,166.9499969482422,8371000,166.9499969482422,2021-06-21
2021-06-22,166.35000610351562,166.9199981689453,166.00999450683594,166.25,7223900,166.25,2021-06-22
2021-06-23,166.97000122070312,168.02999877929688,165.97000122070312,166.13999938964844,8474300,166.13999938964844,2021-06-23
2021-06-24,167.0,167.22999572753906,166.00999450683594,166.0399932861328,6903400,166.0399932861328,2021-06-24
2021-06-25,167.4499969482422,167.52999877929688,166.2899932861328,166.58999633789062,7473700,166.58999633789062,2021-06-25
2021-06-28,166.67999267578125,166.91000366210938,166.36000061035156,166.5800018310547,6508900,166.5800018310547,2021-06-28
2021-06-29,164.33999633789062,165.27999877929688,164.00999450683594,164.8300018310547,7451400,164.8300018310547,2021-06-29
2021-06-30,164.57000732421875,166.10000610351562,164.2899932861328,165.6300048828125,7955800,165.6300048828125,2021-06-30
2021-07-01,166.64999389648438,166.8800048828125,165.5,166.1999969482422,7430500,166.1999969482422,2021-07-01
2021-07-02,167.35000610351562,167.72000122070312,166.39999389648438,167.2899932861328,7873600,167.2899932861328,2021-07-02
2021-07-06,169.27000427246094,169.64999389648438,167.5399932861328,168.1199951171875,7932100,168.1199951171875,2021-07-06
2021-07-07,168.72000122070312,169.22999572753906,168.19000244140625,168.75999450683594,7108900,168.75999450683594,2021-07-07
2021-07-08,169.82000732421875,169.86000061035156,167.91000366210938,168.64999389648438,7244300,168.64999389648438,2021-07-08
2021-07-09,168.83999633789062,169.6199951171875,168.66000366210938,169.2100067138672,4997400,169.2100067138672,2021-07-09
2021-07-12,168.6999969482422,169.16000366210938,167.63999938964844,169.0,7315400,169.0,2021-07-12
2021-07-13,169.50999450683594,169.89999389648438,168.92999267578125,169.22000122070312,7040300,169.22000122070312,2021-07-13
2021-07-14,170.91000366210938,171.04009328613282,170.27999877929688,171.0399932861328,8830300,171.0399932861328,2021-07-14
2021-07-15,170.88999938964844,171.3000030517578,170.33999633789062,171.07000732421875,6520100,171.07000732421875,2021-07-15
2021-07-16,170.64999389648438,170.9499969482422,169.27999877929688,169.41000366210938,9460300,169.41000366210938,2021-07-16
2021-07-19,169.50999450683594,169.91000366210938,168.88999938964844,169.61000061035156,6707400,169.61000061035156,2021-07-19
2021-07-20,170.50999450683594,170.8000030517578,168.9199981689453,169.38999938964844,6540100,169.38999938964844,2021-07-20
2021-07-21,168.3300018310547,169.0,168.13999938964844,168.75999450683594,4622600,168.75999450683594,2021-07-21
2021-07-22,168.49000549316406,169.19000244140625,168.05999755859375,169.08999633789062,4793600,169.08999633789062,2021-07-22
2021-07-23,168.5,168.8800048828125,167.9499969482422,168.55999755859375,5831500,168.55999755859375,2021-07-23
2021-07-26,168.5800018310547,168.86000061035156,168.0800018310547,168.16000366210938,5229800,168.16000366210938,2021-07-26
2021-07-27,168.72999572753906,168.91000366210938,167.92999267578125,168.44000244140625,6300200,168.44000244140625,2021-07-27
2021-07-28,168.25999450683594,169.3800048828125,167.72000122070312,169.2899932861328,7905800,169.2899932861328,2021-07-28
2021-07-29,170.6999969482422,171.52000427246094,170.6699981689453,171.1699981689453,8119600,171.1699981689453,2021-07-29
2021-07-30,170.72000122070312,170.99000549316406,169.3800048828125,169.82000732421875,7391700,169.82000732421875,2021-07-30
2021-08-02,169.3000030517578,170.25,169.10000610351562,169.61000061035156,10783200,169.61000061035156,2021-08-02
2021-08-03,169.4199981689453,169.8300018310547,169.2100067138672,169.49000549316406,5402300,169.49000549316406,2021-08-03
2021-08-04,171.27999877929688,171.39999389648438,168.99000549316406,169.52999877929688,9796300,169.52999877929688,2021-08-04
2021-08-05,169.3699951171875,169.44000244140625,168.1999969482422,168.86000061035156,8015000,168.86000061035156,2021-08-05
2021-08-06,165.83999633789062,165.92999267578125,164.5500030517578,164.63999938964844,13547600,164.63999938964844,2021-08-06
2021-08-09,163.00999450683594,163.2899932861328,161.25999450683594,161.72000122070312,11547000,161.72000122070312,2021-08-09
2021-08-10,161.38999938964844,162.11000061035156,160.67999267578125,161.77000427246094,6870800,161.77000427246094,2021-08-10
2021-08-11,163.14999389648438,164.1699981689453,162.67999267578125,164.0,7382400,164.0,2021-08-11
2021-08-12,163.64999389648438,164.10000610351562,162.92999267578125,164.0399932861328,5211700,164.0399932861328,2021-08-12
2021-08-13,165.02000427246094,166.4600067138672,164.88999938964844,166.38999938964844,7466900,166.38999938964844,2021-08-13
2021-08-16,166.72999572753906,167.38999938964844,166.58999633789062,167.22000122070312,7776500,167.22000122070312,2021-08-16
2021-08-17,167.2899932861328,167.72999572753906,166.55999755859375,166.97000122070312,7107000,166.97000122070312,2021-08-17
2021-08-18,167.24000549316406,167.50999450683594,166.25999450683594,167.10000610351562,7697900,167.10000610351562,2021-08-18
2021-08-19,167.24000549316406,167.2899932861328,166.16000366210938,166.61000061035156,6934300,166.61000061035156,2021-08-19
2021-08-20,166.8000030517578,167.13999938964844,166.36000061035156,166.6999969482422,7154000,166.6999969482422,2021-08-20
2021-08-23,168.82000732421875,168.91000366210938,167.9600067138672,168.72999572753906,8190500,168.72999572753906,2021-08-23
2021-08-24,169.0399932861328,169.27000427246094,168.52000427246094,168.64999389648438,4519200,168.64999389648438,2021-08-24
2021-08-25,167.8800048828125,167.9199981689453,166.74000549316406,167.47999572753906,5588800,167.47999572753906,2021-08-25
2021-08-26,167.2100067138672,168.2100067138672,166.8300018310547,167.6699981689453,4371900,167.6699981689453,2021-08-26
2021-08-27,167.5800018310547,170.19010244140625,166.8699951171875,170.19000244140625,10036400,170.19000244140625,2021-08-27
2021-08-30,169.66000366210938,169.83999633789062,169.08999633789062,169.35000610351562,3768600,169.35000610351562,2021-08-30
2021-08-31,169.22999572753906,169.9199981689453,168.75,169.69000244140625,6336000,169.69000244140625,2021-08-31
2021-09-01,169.94000244140625,170.0,169.16000366210938,169.6999969482422,4764900,169.6999969482422,2021-09-01
2021-09-02,169.5,169.6300048828125,168.82000732421875,169.25,4599800,169.25,2021-09-02
2021-09-03,170.58999633789062,171.5500030517578,170.14999389648438,171.05999755859375,8353300,171.05999755859375,2021-09-03
2021-09-07,169.55999755859375,169.77999877929688,167.6300048828125,167.7100067138672,10004600,167.7100067138672,2021-09-07
2021-09-08,168.02000427246094,168.0800018310547,166.6999969482422,167.2899932861328,6576000,167.2899932861328,2021-09-08
2021-09-09,168.1699981689453,168.27999877929688,166.8300018310547,168.02999877929688,6641400,168.02999877929688,2021-09-09
2021-09-10,167.80999755859375,168.0800018310547,167.14999389648438,167.17999267578125,7426300,167.17999267578125,2021-09-10
2021-09-13,167.4499969482422,168.22000122070312,167.39999389648438,167.74000549316406,5474300,167.74000549316406,2021-09-13
2021-09-14,168.22000122070312,169.16000366210938,167.47999572753906,168.82000732421875,7922900,168.82000732421875,2021-09-14
2021-09-15,168.1300048828125,168.36000061035156,167.4499969482422,167.8300018310547,5624900,167.8300018310547,2021-09-15
2021-09-16,164.3800048828125,164.44000244140625,163.22999572753906,164.02999877929688,11780400,164.02999877929688,2021-09-16
2021-09-17,163.86000061035156,164.32000732421875,163.39999389648438,163.77000427246094,8369700,163.77000427246094,2021-09-17
2021-09-20,164.2899932861328,165.27999877929688,164.07000732421875,164.94000244140625,7566600,164.94000244140625,2021-09-20
2021-09-21,165.80999755859375,166.6300048828125,165.49000549316406,166.0399932861328,7181500,166.0399932861328,2021-09-21
2021-09-22,165.88999938964844,167.14999389648438,165.02999877929688,165.4199981689453,9777800,165.4199981689453,2021-09-22
2021-09-23,164.10000610351562,164.1999969482422,163.27000427246094,163.50999450683594,8451900,163.50999450683594,2021-09-23
2021-09-24,163.0,164.0,162.74000549316406,163.3000030517578,6937500,163.3000030517578,2021-09-24
2021-09-27,163.85000610351562,164.36000061035156,163.50999450683594,163.63999938964844,4943000,163.63999938964844,2021-09-27
2021-09-28,162.72999572753906,162.82000732421875,161.72999572753906,162.0500030517578,9282800,162.0500030517578,2021-09-28
2021-09-29,162.35000610351562,162.74000549316406,160.97000122070312,161.32000732421875,8360700,161.32000732421875,2021-09-29
2021-09-30,162.66000366210938,164.9499969482422,162.33999633789062,164.22000122070312,10572900,164.22000122070312,2021-09-30
2021-10-01,164.27000427246094,164.9600067138672,163.88999938964844,164.58999633789062,6654700,164.58999633789062,2021-10-01
2021-10-04,163.69000244140625,165.5399932861328,163.47000122070312,165.36000061035156,7651700,165.36000061035156,2021-10-04
2021-10-05,163.94000244140625,164.85000610351562,163.49000549316406,164.58999633789062,5617300,164.58999633789062,2021-10-05
2021-10-06,164.22999572753906,165.05999755859375,164.14999389648438,165.02999877929688,6067200,165.02999877929688,2021-10-06
2021-10-07,164.02000427246094,164.85000610351562,163.9600067138672,164.16000366210938,4791500,164.16000366210938,2021-10-07
2021-10-08,166.32000732421875,166.4199981689453,164.13999938964844,164.22999572753906,8536100,164.22999572753906,2021-10-08
2021-10-11,164.0399932861328,164.5800018310547,163.91000366210938,163.9199981689453,3820100,163.9199981689453,2021-10-11
2021-10-12,164.57000732421875,165.44000244140625,164.30999755859375,164.66000366210938,5453000,164.66000366210938,2021-10-12
2021-10-13,165.27999877929688,167.9199981689453,165.27989877929687,167.58999633789062,11113800,167.58999633789062,2021-10-13
2021-10-14,168.19000244140625,168.22000122070312,167.7100067138672,168.0,5081400,168.0,2021-10-14
2021-10-15,165.38999938964844,166.08999633789062,165.10000610351562,165.3300018310547,8699200,165.3300018310547,2021-10-15
2021-10-18,165.4199981689453,165.58999633789062,164.80999755859375,164.9199981689453,4029600,164.9199981689453,2021-10-18
2021-10-19,166.5,166.5001,165.1999969482422,165.4499969482422,6588500,165.4499969482422,2021-10-19
2021-10-20,166.2100067138672,167.11000061035156,165.92999267578125,166.89999389648438,5022000,166.89999389648438,2021-10-20
2021-10-21,166.6999969482422,166.94000244140625,166.24000549316406,166.75,4412400,166.75,2021-10-21
2021-10-22,168.6699981689453,169.5399932861328,166.6699981689453,167.77000427246094,10703900,167.77000427246094,2021-10-22
2021-10-25,168.66000366210938,169.2100067138672,168.52999877929688,168.92999267578125,4881300,168.92999267578125,2021-10-25
2021-10-26,167.8800048828125,167.91000366210938,166.6300048828125,167.67999267578125,6658900,167.67999267578125,2021-10-26
2021-10-27,167.72999572753906,168.1999969482422,166.86000061035156,168.1199951171875,5823100,168.1199951171875,2021-10-27
2021-10-28,168.97999572753906,169.25,167.52999877929688,168.0800018310547,7000700,168.0800018310547,2021-10-28
2021-10-29,166.2899932861328,166.72999572753906,165.63999938964844,166.64999389648438,7531900,166.64999389648438,2021-10-29
2021-11-01,167.3800048828125,167.83999633789062,166.91000366210938,167.52000427246094,4975600,167.52000427246094,2021-11-01
2021-11-02,167.42999267578125,167.6300048828125,166.9600067138672,167.16000366210938,3760700,167.16000366210938,2021-11-02
2021-11-03,165.33999633789062,165.9499969482422,164.3800048828125,165.77000427246094,9055200,165.77000427246094,2021-11-03
2021-11-04,167.50999450683594,168.13999938964844,167.3699951171875,167.64999389648438,6656100,167.64999389648438,2021-11-04
2021-11-05,168.4199981689453,169.94000244140625,167.85000610351562,169.83999633789062,9368900,169.83999633789062,2021-11-05
2021-11-08,170.42999267578125,170.6999969482422,170.05999755859375,170.4499969482422,4966100,170.4499969482422,2021-11-08
2021-11-09,170.72999572753906,171.30999755859375,170.1199951171875,171.2899932861328,5781200,171.2899932861328,2021-11-09
2021-11-10,173.6699981689453,174.64999389648438,172.11000061035156,173.14999389648438,11461800,173.14999389648438,2021-11-10
2021-11-11,173.97999572753906,174.27000427246094,173.74000549316406,174.1199951171875,5959600,174.1199951171875,2021-11-11
2021-11-12,173.50999450683594,174.6699981689453,173.39999389648438,174.4499969482422,7894800,174.4499969482422,2021-11-12
2021-11-15,174.10000610351562,174.58999633789062,173.69000244140625,174.17999267578125,5630800,174.17999267578125,2021-11-15
2021-11-16,173.97000122070312,174.47999572753906,172.86000061035156,172.9199981689453,8667300,172.9199981689453,2021-11-16
2021-11-17,174.24000549316406,174.61000061035156,173.88999938964844,174.5,6523100,174.5,2021-11-17
2021-11-18,173.9600067138672,174.36000061035156,173.52999877929688,173.94000244140625,6252000,173.94000244140625,2021-11-18
2021-11-19,173.69000244140625,174.10000610351562,172.24000549316406,172.61000061035156,8785600,172.61000061035156,2021-11-19
2021-11-22,169.89999389648438,170.44000244140625,168.4199981689453,168.74000549316406,13091900,168.74000549316406,2021-11-22
2021-11-23,167.27999877929688,167.60000610351562,166.52999877929688,167.27999877929688,8047800,167.27999877929688,2021-11-23
2021-11-24,166.5800018310547,167.44000244140625,166.32000732421875,167.1199951171875,5359500,167.1199951171875,2021-11-24
2021-11-26,168.60000610351562,168.63999938964844,166.3699951171875,166.85000610351562,9605200,166.85000610351562,2021-11-26
2021-11-29,166.83999633789062,167.25999450683594,166.3800048828125,166.6199951171875,7394900,166.6199951171875,2021-11-29
2021-11-30,167.77000427246094,169.00999450683594,165.3699951171875,165.5,12925300,165.5,2021-11-30
2021-12-01,166.83999633789062,167.47000122070312,166.05999755859375,166.16000366210938,7808600,166.16000366210938,2021-12-01
2021-12-02,165.88999938964844,165.94000244140625,164.6300048828125,165.24000549316406,9604100,165.24000549316406,2021-12-02
2021-12-03,165.49000549316406,166.92999267578125,165.0,166.6300048828125,9507900,166.6300048828125,2021-12-03
2021-12-06,166.13999938964844,166.8000030517578,165.92999267578125,166.22000122070312,4813600,166.22000122070312,2021-12-06
2021-12-07,166.1999969482422,167.0800018310547,166.17999267578125,166.80999755859375,4900700,166.80999755859375,2021-12-07
2021-12-08,166.50999450683594,166.9600067138672,166.27999877929688,166.89999389648438,4288900,166.89999389648438,2021-12-08
2021-12-09,166.5399932861328,166.5800018310547,165.64999389648438,165.8800048828125,4913800,165.8800048828125,2021-12-09
2021-12-10,166.72000122070312,166.9199981689453,166.17999267578125,166.5800018310547,6450600,166.5800018310547,2021-12-10
2021-12-13,166.89999389648438,167.25999450683594,166.6699981689453,167.0,6610700,167.0,2021-12-13
2021-12-14,165.33999633789062,166.13999938964844,165.16000366210938,165.44000244140625,8637900,165.44000244140625,2021-12-14
2021-12-15,165.27000427246094,166.39999389648438,163.8000030517578,166.14999389648438,14231200,166.14999389648438,2021-12-15
2021-12-16,167.00999450683594,168.17999267578125,166.94000244140625,168.16000366210938,11186200,168.16000366210938,2021-12-16
2021-12-17,168.72999572753906,169.1300048828125,167.77999877929688,167.8000030517578,9856900,167.8000030517578,2021-12-17
2021-12-20,167.8800048828125,168.0,167.05999755859375,167.08999633789062,6973000,167.08999633789062,2021-12-20
2021-12-21,167.69000244140625,167.77999877929688,166.74000549316406,167.02000427246094,4548500,167.02000427246094,2021-12-21
2021-12-22,167.5800018310547,168.63999938964844,167.11000061035156,168.58999633789062,4672900,168.58999633789062,2021-12-22
2021-12-23,168.69000244140625,169.16000366210938,168.00999450683594,168.97000122070312,4551100,168.97000122070312,2021-12-23
2021-12-27,168.9600067138672,169.4199981689453,168.77999877929688,169.3699951171875,4760300,169.3699951171875,2021-12-27
2021-12-28,169.3300018310547,169.64999389648438,168.6199951171875,168.63999938964844,4541900,168.63999938964844,2021-12-28
2021-12-29,167.36000061035156,168.69000244140625,167.27999877929688,168.58999633789062,5889700,168.58999633789062,2021-12-29
2021-12-30,168.42999267578125,169.80999755859375,168.3699951171875,169.8000030517578,5426300,169.8000030517578,2021-12-30
2021-12-31,170.52999877929688,171.0399932861328,170.0399932861328,170.9600067138672,7039300,170.9600067138672,2021-12-31
2022-01-03,168.86000061035156,169.00999450683594,168.0,168.3300018310547,9014400,168.3300018310547,2022-01-03
2022-01-04,168.89999389648438,169.72000122070312,168.72999572753906,169.57000732421875,6965600,169.57000732421875,2022-01-04
2022-01-05,170.6199951171875,170.92999267578125,168.89999389648438,169.05999755859375,8715600,169.05999755859375,2022-01-05
2022-01-06,167.16000366210938,167.75,166.86000061035156,166.99000549316406,10902700,166.99000549316406,2022-01-06
2022-01-07,167.3699951171875,168.00999450683594,166.86000061035156,167.75,8191900,167.75,2022-01-07
2022-01-10,167.36000061035156,168.3000030517578,167.30999755859375,168.25999450683594,7026500,168.25999450683594,2022-01-10
2022-01-11,168.44000244140625,170.30999755859375,168.3699951171875,170.2899932861328,8369000,170.2899932861328,2022-01-11
2022-01-12,170.19000244140625,170.75,170.00999450683594,170.74000549316406,6280700,170.74000549316406,2022-01-12
2022-01-13,170.08999633789062,170.22000122070312,169.27000427246094,170.16000366210938,7034200,170.16000366210938,2022-01-13
2022-01-14,170.22000122070312,170.55999755859375,169.47999572753906,169.6699981689453,7865900,169.6699981689453,2022-01-14
2022-01-18,169.63999938964844,170.00999450683594,169.08999633789062,169.38999938964844,9322800,169.38999938964844,2022-01-18
2022-01-19,170.38999938964844,172.19000244140625,170.1999969482422,172.0800018310547,15784500,172.0800018310547,2022-01-19
2022-01-20,172.30999755859375,172.60000610351562,171.58999633789062,171.64999389648438,9570500,171.64999389648438,2022-01-20
2022-01-21,172.0399932861328,172.1199951171875,170.74000549316406,171.08999633789062,10982500,171.08999633789062,2022-01-21
2022-01-24,171.77999877929688,172.13999938964844,170.85000610351562,172.02999877929688,15727700,172.02999877929688,2022-01-24
2022-01-25,171.9499969482422,173.14999389648438,171.77999877929688,172.5800018310547,17382100,172.5800018310547,2022-01-25
2022-01-26,171.38999938964844,171.72999572753906,169.47999572753906,169.7899932861328,17799400,169.7899932861328,2022-01-26
2022-01-27,168.02000427246094,169.08999633789062,167.3300018310547,167.60000610351562,15867300,167.60000610351562,2022-01-27
2022-01-28,166.55999755859375,167.4600067138672,166.3699951171875,167.10000610351562,9782500,167.10000610351562,2022-01-28
2022-01-31,167.7899932861328,168.13999938964844,167.4600067138672,168.08999633789062,8539300,168.08999633789062,2022-01-31
2022-02-01,168.57000732421875,168.85000610351562,167.8699951171875,168.22999572753906,9763900,168.22999572753906,2022-02-01
2022-02-02,168.33999633789062,169.1199951171875,168.16000366210938,168.83999633789062,9085300,168.83999633789062,2022-02-02
2022-02-03,168.30999755859375,168.82000732421875,167.02999877929688,168.60000610351562,10650800,168.60000610351562,2022-02-03
2022-02-04,168.0399932861328,169.10000610351562,167.99000549316406,168.86000061035156,9619600,168.86000061035156,2022-02-04
2022-02-07,169.4499969482422,170.3000030517578,169.19000244140625,170.11000061035156,7796900,170.11000061035156,2022-02-07
2022-02-08,170.10000610351562,170.77999877929688,169.9499969482422,170.6300048828125,5802000,170.6300048828125,2022-02-08
2022-02-09,170.67999267578125,171.4199981689453,170.5500030517578,171.2100067138672,8002800,171.2100067138672,2022-02-09
2022-02-10,170.52000427246094,171.99000549316406,170.4600067138672,170.55999755859375,10693500,170.55999755859375,2022-02-10
2022-02-11,170.75,174.1999969482422,170.7100067138672,173.80999755859375,25741500,173.80999755859375,2022-02-11
2022-02-14,173.77999877929688,175.0,173.67999267578125,174.74000549316406,13650700,174.74000549316406,2022-02-14
2022-02-15,173.10000610351562,173.33999633789062,172.38999938964844,173.0800018310547,12603600,173.0800018310547,2022-02-15
2022-02-16,173.49000549316406,174.86010061035157,173.47999572753906,174.86000061035156,12772100,174.86000061035156,2022-02-16
2022-02-17,176.6999969482422,177.52999877929688,176.38999938964844,177.25,18612500,177.25,2022-02-17
2022-02-18,177.07000732421875,177.25,176.50999450683594,177.1199951171875,12760700,177.1199951171875,2022-02-18
2022-02-22,177.6699981689453,178.07000732421875,176.82000732421875,177.49000549316406,14960500,177.49000549316406,2022-02-22
2022-02-23,177.38999938964844,178.38999938964844,177.36000061035156,178.2899932861328,11772200,178.2899932861328,2022-02-23
2022-02-24,182.58999633789062,182.60000610351562,175.27000427246094,177.13999938964844,32726000,177.13999938964844,2022-02-24
2022-02-25,176.4199981689453,176.7899932861328,175.7899932861328,176.5500030517578,11530900,176.5500030517578,2022-02-25
2022-02-28,178.86000061035156,178.99000549316406,176.5,178.3800048828125,16055800,178.3800048828125,2022-02-28
2022-03-01,179.0500030517578,181.75999450683594,179.02999877929688,181.6199951171875,21942100,181.6199951171875,2022-03-01
2022-03-02,180.1300048828125,180.7100067138672,178.7899932861328,179.72999572753906,19727200,179.72999572753906,2022-03-02
2022-03-03,179.9600067138672,181.3000030517578,179.5,180.8000030517578,15164400,180.8000030517578,2022-03-03
2022-03-04,182.11000061035156,183.97999572753906,181.36000061035156,183.67999267578125,22390100,183.67999267578125,2022-03-04
2022-03-07,184.4499969482422,186.63999938964844,184.22000122070312,186.41000366210938,27951800,186.41000366210938,2022-03-07
2022-03-08,188.35000610351562,193.3000030517578,188.25999450683594,191.50999450683594,47347700,191.50999450683594,2022-03-08
2022-03-09,186.0399932861328,187.22999572753906,184.75999450683594,185.82000732421875,26839700,185.82000732421875,2022-03-09
2022-03-10,186.8800048828125,187.3800048828125,184.99000549316406,186.39999389648438,18455200,186.39999389648438,2022-03-10
2022-03-11,183.74000549316406,185.77999877929688,183.44000244140625,185.08999633789062,14824700,185.08999633789062,2022-03-11
2022-03-14,183.02999877929688,183.2899932861328,181.9499969482422,182.3000030517578,13186400,182.3000030517578,2022-03-14
2022-03-15,179.10000610351562,180.27000427246094,178.00999450683594,178.88999938964844,16962300,178.88999938964844,2022-03-15
2022-03-16,179.1300048828125,180.1199951171875,176.8699951171875,180.00999450683594,17548100,180.00999450683594,2022-03-16
2022-03-17,181.16000366210938,182.02999877929688,180.64999389648438,180.88999938964844,10954100,180.88999938964844,2022-03-17
2022-03-18,179.92999267578125,180.92999267578125,179.0399932861328,179.3000030517578,13996500,179.3000030517578,2022-03-18
2022-03-21,179.3300018310547,181.2899932861328,179.32000732421875,180.6699981689453,10582200,180.6699981689453,2022-03-21
2022-03-22,179.60000610351562,179.7100067138672,178.32000732421875,179.36000061035156,9621800,179.36000061035156,2022-03-22
2022-03-23,180.2899932861328,181.88999938964844,179.75999450683594,181.80999755859375,12557300,181.80999755859375,2022-03-23
2022-03-24,182.35000610351562,183.50999450683594,181.77000427246094,183.1300048828125,10970100,183.1300048828125,2022-03-24
2022-03-25,181.80999755859375,183.1300048828125,181.35000610351562,182.3800048828125,7911100,182.3800048828125,2022-03-25
2022-03-28,180.3800048828125,181.3300018310547,178.85000610351562,179.05999755859375,9489700,179.05999755859375,2022-03-28
2022-03-29,177.02000427246094,179.3300018310547,176.69000244140625,179.13999938964844,10458900,179.13999938964844,2022-03-29
2022-03-30,179.75999450683594,180.9199981689453,179.67999267578125,180.5800018310547,8361300,180.5800018310547,2022-03-30
2022-03-31,180.91000366210938,181.9600067138672,180.55999755859375,180.64999389648438,9844400,180.64999389648438,2022-03-31
2022-04-01,179.5500030517578,180.4600067138672,178.97999572753906,179.5,13032200,179.5,2022-04-01
2022-04-04,180.24000549316406,180.80999755859375,179.5800018310547,180.3699951171875,7063100,180.3699951171875,2022-04-04
2022-04-05,180.91000366210938,181.49000549316406,178.92999267578125,179.24000549316406,10828500,179.24000549316406,2022-04-05
2022-04-06,179.77999877929688,180.30999755859375,178.6999969482422,179.66000366210938,8942100,179.66000366210938,2022-04-06
2022-04-07,179.8699951171875,180.8800048828125,179.8000030517578,180.33999633789062,10140600,180.33999633789062,2022-04-07
2022-04-08,180.52000427246094,181.82000732421875,180.51990427246093,181.47000122070312,10655100,181.47000122070312,2022-04-08
2022-04-11,183.1699981689453,183.3300018310547,181.11000061035156,182.3699951171875,10071300,182.3699951171875,2022-04-11
2022-04-12,184.0399932861328,184.63999938964844,182.9600067138672,183.77000427246094,12024600,183.77000427246094,2022-04-12
2022-04-13,184.5,184.94000244140625,184.1300048828125,184.64999389648438,8651600,184.64999389648438,2022-04-13
2022-04-14,184.27999877929688,184.41000366210938,182.8800048828125,184.0399932861328,11566900,184.0399932861328,2022-04-14
2022-04-18,185.9499969482422,186.10000610351562,184.38999938964844,184.61000061035156,8886700,184.61000061035156,2022-04-18
2022-04-19,183.19000244140625,183.64999389648438,181.3300018310547,181.82000732421875,12585600,181.82000732421875,2022-04-19
2022-04-20,181.58999633789062,182.72000122070312,181.35000610351562,182.7100067138672,7038600,182.7100067138672,2022-04-20
2022-04-21,181.77000427246094,182.32000732421875,180.77999877929688,182.05999755859375,9639800,182.05999755859375,2022-04-21
2022-04-22,180.72000122070312,181.61000061035156,179.74000549316406,180.2899932861328,9147000,180.2899932861328,2022-04-22
